Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender
7146,DXM,Health Problems,,Large Group (10+),oral,Medium,Female
20347,AMT,"General,First Times",,Small Group (2-9),oral,Medium,Female
20293,DMT,"General,First Times,Preparation / Recipes,Entities / Beings",,Alone,smoked,Medium,Male
20328,Salvia divinorum,Mystical Experiences,,Small Group (2-9),smoked,Medium,Not-Specified
20150,"Cannabis,DiPT,DPT,GBL,Wormwood",Combinations,,Alone,"oral,smoked,insufflated",Medium,Male
19895,"Opiates,Poppies - Opium","General,Retrospective / Summary,Preparation / Recipes",,Alone,oral,Medium,Male
19853,Cocaine,"General,Addiction & Habituation",,Not Applicable,,Medium,Female
19872,DMT,"General,First Times,Glowing Experiences",,Alone,smoked,Medium,Male
19686,Pharms - Zolpidem,"Retrospective / Summary,Health Problems,Health Benefits",,Not Applicable,oral,Medium,Female
19689,DXM,"Retrospective / Summary,HPPD / Lasting Visuals",,Unknown Context,oral,Medium,Male
19735,MDMA,"Retrospective / Summary,Glowing Experiences,Post Trip Problems",,Unknown Context,oral,Medium,Male
19256,TMA-6,"General,First Times,Difficult Experiences",,Small Group (2-9),oral,Medium,Male
19731,2C-C,"General,First Times",,Small Group (2-9),oral,Medium,Male
16900,"Opiates,Poppies - Opium","General,Preparation / Recipes",,Alone,oral,Medium,Female
19561,5-MeO-DiPT,General,,Small Group (2-9),oral,Medium,Male
19542,Cannabis,General,Drug Testing,Not Applicable,smoked,Medium,Female
19435,Pharms - Gabapentin,"General,Retrospective / Summary,Health Benefits",,Not Applicable,oral,Medium,Male
19401,Pharms - Venlafaxine,"Retrospective / Summary,Health Problems,Addiction & Habituation,Depression",,Not Applicable,oral,Medium,Male
19368,"5-MeO-DiPT,DXM","General,First Times,Combinations,Glowing Experiences",,Small Group (2-9),"oral,insufflated",Medium,Female
19264,AMT,General,,Alone,oral,Medium,Male
19337,"Benzodiazepines,Pharms - Diazepam",Retrospective / Summary,,Alone,oral,Medium,Male
19341,Cannabis,First Times,,Various,smoked,Medium,Male
19322,2C-B,General,,Large Group (10+),oral,Medium,Male
19189,,General,Yoga / Bodywork,Small Group (2-9),,Medium,Male
19218,Cannabis,"General,Preparation / Recipes,Health Problems",,Alone,smoked,Medium,Not-Specified
15694,Pharms - Buprenorphine,"General,Addiction & Habituation",,Alone,IV,Medium,Male
19141,MDE,General,,Small Group (2-9),oral,Medium,Male
13458,"Morphine,Opiates",First Times,,Small Group (2-9),oral,Medium,Male
10538,"Morphine,Opiates",General,,Hospital,SC,Medium,Male
7221,DXM,General,,Various,oral,Medium,Male
7136,"Chlorpheniramine Maleate,DXM","Difficult Experiences,Train Wrecks & Trip Disasters,Depression,Post Trip Problems,Overdose",,Various,oral,Medium,Male
17683,5-MeO-DiPT,"Health Problems,Glowing Experiences",,Small Group (2-9),oral,Medium,Female
18837,Pharms - Tramadol,"First Times,Combinations,Glowing Experiences",,Alone,"oral,smoked",Medium,Male
16974,Yohimbe,"Retrospective / Summary,Sex Discussion",,Various,oral,Medium,Male
18791,5-MeO-DiPT,"General,Glowing Experiences",,Alone,"oral,smoked",Medium,Male
18538,"Opioids,Pharms - Oxycodone",General,,Alone,insufflated,Medium,Male
18702,Piperazines,General,,Various,oral,Medium,Male
18736,Belladonna,"General,Difficult Experiences",,Small Group (2-9),oral,Medium,Male
18541,Tobacco,"Health Problems,Addiction & Habituation,Glowing Experiences",,Various,smoked,Medium,Male
18527,MDMA,Addiction & Habituation,,Various,oral,Medium,Male
18449,Mushrooms,"Combinations,Retrospective / Summary,Nature / Outdoors",,Not Applicable,oral,Medium,Male
16497,Mushrooms,First Times,,Small Group (2-9),"oral,smoked",Medium,Female
18422,Mushrooms,Families,,Small Group (2-9),oral,Medium,Male
18350,Salvia divinorum,Retrospective / Summary,,Not Applicable,,Medium,Male
18372,Betel Nut,Retrospective / Summary,,Not Applicable,oral,Medium,Not-Specified
18282,,Families,Families,Not Applicable,,Medium,Male
18266,"Pharms - Paroxetine,SSRIs","Health Problems,Overdose",,Alone,oral,Medium,Male
18053,Mushrooms,General,,Small Group (2-9),"oral,smoked",Medium,Male
18251,MDMA,"Glowing Experiences,Loss of Magic",,Rave / Dance Event,oral,Medium,Male
18254,DXM,"Glowing Experiences,Poetry",,Alone,oral,Medium,Male
18244,Cocaine,"First Times,Glowing Experiences",,Small Group (2-9),"smoked,insufflated",Medium,Female
18159,DXM,"Combinations,Difficult Experiences",,Hospital,oral,Medium,Male
18175,5-MeO-DiPT,"General,First Times",,Small Group (2-9),oral,Medium,Male
15410,Ketamine,Preparation / Recipes,,Not Applicable,IM,Medium,Male
14075,"2C-B,MDMA","Combinations,Hangover / Days After",,Small Group (2-9),oral,Medium,Male
13568,Coca,Health Benefits,,Alone,,Medium,Male
17738,Datura,General,,Alone,oral,Medium,Male
10486,Morning Glory,General,,Various,oral,Medium,Male
7153,Cannabis,First Times,,Small Group (2-9),smoked,Medium,Male
17711,H.B. Woodrose,"First Times,Glowing Experiences",,Alone,oral,Medium,Male
16385,"Codeine,Heroin,Hydrocodone,Morphine,Opiates,Opioids",Retrospective / Summary,,Various,,Medium,Female
16787,"Opioids,Pharms - Oxycodone","First Times,Retrospective / Summary",,Alone,insufflated,Medium,Male
14466,"Opioids,Pharms - Oxycodone","General,Retrospective / Summary",,Alone,oral,Medium,Male
17541,"4-Acetoxy-DiPT,MDMA","General,Combinations",,Festival / Lg. Crowd,oral,Medium,Male
17459,"Hydromorphone,Opioids",First Times,,Alone,IV,Medium,Male
11779,"Opioids,Pharms - Oxycodone","General,Combinations",,Alone,oral,Medium,Male
8824,"Opioids,Pharms - Oxycodone","First Times,Retrospective / Summary",,Alone,oral,Medium,Male
12255,"Hydrocodone,Morphine,Opiates,Opioids,Pharms - Oxycodone","Retrospective / Summary,Addiction & Habituation",,Not Applicable,,Medium,Male
17329,"5-MeO-DiPT,Pharms - Paroxetine,SSRIs","Combinations,Retrospective / Summary",,Not Applicable,oral,Medium,Male
17352,DiPT,"General,First Times,Retrospective / Summary,Difficult Experiences",,Small Group (2-9),oral,Medium,Male
13668,AMT,General,,Alone,"oral,smoked",Medium,Male
13562,AMT,"General,First Times",,Small Group (2-9),oral,Medium,Male
7995,H.B. Woodrose,"General,Glowing Experiences",,Small Group (2-9),oral,Medium,Male
7144,Cannabis,"Difficult Experiences,What Was in That?",,Small Group (2-9),smoked,Medium,Male
11823,Ketamine,"First Times,Difficult Experiences",,Small Group (2-9),IM,Medium,Male
9941,Ketamine,"General,First Times",,Small Group (2-9),IV,Medium,Male
10550,Ketamine,"General,First Times,Difficult Experiences,Guides / Sitters",,Small Group (2-9),insufflated,Medium,Male
8425,Ketamine,General,,Alone,IM,Medium,Male
11785,H.B. Woodrose,General,,Alone,oral,Medium,Male
17093,H.B. Woodrose,Glowing Experiences,,Alone,oral,Medium,Male
17055,"MDA,MDMA","Glowing Experiences,Hangover / Days After,Sex Discussion",,Various,oral,Medium,Male
7107,Methamphetamine,"General,Retrospective / Summary",,Not Applicable,insufflated,Medium,Female
7035,DXM,"Difficult Experiences,Health Problems",,Small Group (2-9),oral,Medium,Male
7010,Dimenhydrinate,"General,First Times",,Small Group (2-9),oral,Medium,Male
7101,Caffeine,"Retrospective / Summary,Difficult Experiences,Health Problems,Addiction & Habituation,Post Trip Problems",,Various,oral,Medium,Female
17044,Cacti,"First Times,Glowing Experiences",,Small Group (2-9),oral,Medium,Male
7389,Morning Glory,"General,Health Problems,Multi-Day Experience",,Alone,oral,Medium,Not-Specified
7315,"1,4-Butanediol","General,First Times,Health Problems,Second Hand Report,Overdose",,Small Group (2-9),oral,Medium,Male
7332,Amanitas,"General,Preparation / Recipes,Difficult Experiences,Overdose",,Alone,oral,Medium,Male
7312,"Hydrocodone,Opioids","General,First Times",,Small Group (2-9),"oral,smoked",Medium,Male
9534,H.B. Woodrose,Difficult Experiences,,Alone,oral,Medium,Male
9243,Morning Glory,General,,Small Group (2-9),oral,Medium,Male
13080,Morning Glory,"General,First Times,Difficult Experiences",,Small Group (2-9),oral,Medium,Male
16856,"Amphetamines,Pharmaceuticals,Pharms - Bupropion","Combinations,Difficult Experiences,Bad Trips",,Not Applicable,oral,Medium,Male
16767,"H.B. Woodrose,LSA","General,Glowing Experiences",,Alone,oral,Medium,Male
16710,"Mushrooms,Nitrous Oxide","General,Glowing Experiences,Relationships",,Small Group (2-9),"oral,inhaled",Medium,Male
16788,H.B. Woodrose,"Difficult Experiences,Bad Trips,Train Wrecks & Trip Disasters",,Alone,oral,Medium,Male
11873,2C-T-7,"First Times,Difficult Experiences,Health Problems",,Small Group (2-9),insufflated,Medium,Female
11616,TMA-2,General,,Alone,oral,Medium,Male
14077,DiPT,"General,First Times,Difficult Experiences",,Alone,oral,Medium,Male
16646,5-MeO-DiPT,"Health Problems,Train Wrecks & Trip Disasters",,Small Group (2-9),oral,Medium,Male
7087,Methamphetamine,"First Times,Retrospective / Summary",,Not Applicable,insufflated,Medium,Female
16582,5-MeO-DMT,General,,Alone,sublingual,Medium,Male
16517,MDMA,"General,First Times,Glowing Experiences",,Rave / Dance Event,oral,Medium,Male
16487,"DXM,Salvia divinorum","Combinations,Difficult Experiences,Health Problems",,Alone,"oral,smoked",Medium,Male
14111,LSD,"Retrospective / Summary,Bad Trips,Depression,Post Trip Problems",,Various,oral,Medium,Female
15056,"MDMA,Methamphetamine","Retrospective / Summary,Health Problems,Post Trip Problems",,Various,oral,Medium,Male
14198,MDMA,"Retrospective / Summary,Health Problems,Post Trip Problems",,Rave / Dance Event,oral,Medium,Male
16466,Ibogaine,"First Times,Health Benefits",,Small Group (2-9),oral,Medium,Male
16398,"DXM,Mushrooms","Combinations,Difficult Experiences",,Small Group (2-9),"oral,smoked",Medium,Male
13004,Pharms - Methylphenidate,General,,Alone,insufflated,Medium,Male
16250,Cocaine,"General,Addiction & Habituation,Relationships",,Various,smoked,Medium,Female
6988,Cocaine,"General,Retrospective / Summary,Glowing Experiences",,Small Group (2-9),insufflated,Medium,Male
16213,5-MeO-AMT,"General,First Times",,Alone,oral,Medium,Male
8646,Cocaine,General,,Small Group (2-9),smoked,Medium,Male
16193,Ketamine,"General,Glowing Experiences",,Small Group (2-9),IV,Medium,Male
16179,AMT,Mystical Experiences,,Small Group (2-9),oral,Medium,Male
8457,Melatonin,Retrospective / Summary,,Not Applicable,oral,Medium,Male
16119,Ketamine,First Times,,Alone,IM,Medium,Male
8398,Methcathinone,"First Times,Glowing Experiences",,Alone,insufflated,Medium,Male
8131,H.B. Woodrose,General,,Small Group (2-9),oral,Medium,Male
7054,Morning Glory,"Difficult Experiences,Bad Trips,Train Wrecks & Trip Disasters",,Hospital,oral,Medium,Male
7076,Pharms - Methylphenidate,"General,Retrospective / Summary,Multi-Day Experience",,Various,oral,Medium,Male
16085,DXM,General,Drug Testing,Not Applicable,,Medium,Male
13413,MDMA,"Glowing Experiences,Mystical Experiences",,Alone,oral,Medium,Male
16050,MIPT,General,,Alone,oral,Medium,Male
7124,5-MeO-DiPT,"General,First Times",,Alone,"oral,insufflated",Medium,Male
7052,Morning Glory,First Times,,Small Group (2-9),oral,Medium,Male
7293,Ketamine,"First Times,Difficult Experiences,Overdose",,Alone,insufflated,Medium,Male
13173,"Cacti,Ketamine",Combinations,,Club / Bar,"oral,insufflated",Medium,Male
9700,"DXM,Ketamine","Combinations,Difficult Experiences",,Alone,"oral,smoked,insufflated",Medium,Male
10070,"AMT,Ketamine",Combinations,,Small Group (2-9),"smoked,insufflated",Medium,Male
15989,MDMA,"Health Problems,Glowing Experiences",,Festival / Lg. Crowd,oral,Medium,Female
7067,Nutmeg,General,,Alone,oral,Medium,Male
15997,AMT,General,,Alone,oral,Medium,Male
16029,Adrafinil,General,Drug Testing,Not Applicable,oral,Medium,Female
14827,Mushrooms,Difficult Experiences,,Small Group (2-9),oral,Medium,Male
15426,Mushrooms,First Times,,Small Group (2-9),oral,Medium,Male
15873,"Pharms - Paroxetine,SSRIs","Retrospective / Summary,Health Problems",,Various,oral,Medium,Female
16692,Methylone,General,,Small Group (2-9),oral,Medium,Male
16324,Methylone,Difficult Experiences,,Alone,oral,Medium,Male
15863,"Cocaine,Heroin,Opiates",Combinations,,Small Group (2-9),IV,Medium,Male
15934,Morning Glory,"General,Glowing Experiences",,Alone,oral,Medium,Male
6973,Salvia divinorum,First Times,,Small Group (2-9),smoked,Medium,Male
14923,H.B. Woodrose,"First Times,Difficult Experiences",,Alone,oral,Medium,Male
9563,"2C-T-2,Piracetam",Combinations,,Small Group (2-9),oral,Medium,Male
15865,2C-I,First Times,,Small Group (2-9),"oral,sublingual",Medium,Male
8905,Salvia divinorum,General,,Alone,sublingual,Medium,Male
6959,LSD,"First Times,Bad Trips",,Small Group (2-9),oral,Medium,Male
6951,Dimenhydrinate,Train Wrecks & Trip Disasters,,Festival / Lg. Crowd,oral,Medium,Male
15637,Ayahuasca,"Health Benefits,Music Discussion",,Small Group (2-9),oral,Medium,Male
15618,Cocaine,"First Times,Addiction & Habituation,Glowing Experiences",,Small Group (2-9),,Medium,Not-Specified
13106,Amphetamines,"Retrospective / Summary,Health Benefits",,Alone,oral,Medium,Not-Specified
15573,Cocaine,"Addiction & Habituation,Glowing Experiences",,Various,insufflated,Medium,Female
15607,MDMA,"Glowing Experiences,Relationships",,Small Group (2-9),"oral,insufflated",Medium,Female
12977,Sceletium tortuosum,"General,Retrospective / Summary",,Not Applicable,"oral,smoked",Medium,Male
13062,Piperazines,"General,Combinations",,Alone,oral,Medium,Male
7039,"Hydrocodone,Opioids",General,,Unknown Context,oral,Medium,Male
13707,"Opioids,Pharms - Oxycodone","General,Health Problems,Addiction & Habituation",,Unknown Context,oral,Medium,Male
10139,"Opioids,Pharms - Oxycodone","General,First Times",,Alone,insufflated,Medium,Male
9307,"Opioids,Pharms - Oxycodone","General,Addiction & Habituation",,Alone,oral,Medium,Female
8969,"Opioids,Pharms - Oxycodone","General,Glowing Experiences",,Alone,insufflated,Medium,Male
15364,Pharms - Tramadol,General,,Alone,oral,Medium,Female
15359,"Morning Glory,Nitrous Oxide","General,Combinations",,Small Group (2-9),oral,Medium,Male
15275,Methamphetamine,"Retrospective / Summary,Addiction & Habituation,Sex Discussion",,Small Group (2-9),"smoked,insufflated",Medium,Male
6934,Caffeine,General,,Various,oral,Medium,Male
15211,Brugmansia,"General,First Times,Entities / Beings",,Alone,oral,Medium,Male
15178,Cannabis,Train Wrecks & Trip Disasters,Police / Customs,Alone,,Medium,Male
15136,"Alcohol,MDMA","General,Combinations,Difficult Experiences,Glowing Experiences,What Was in That?,Relationships,Hangover / Days After",,Small Group (2-9),oral,Medium,Male
15110,DPT,"General,Music Discussion",,Alone,insufflated,Medium,Male
12238,Cannabis,"Preparation / Recipes,Difficult Experiences,Health Problems",,Alone,oral,Medium,Male
15055,MDMA,"First Times,Sex Discussion",,Small Group (2-9),oral,Medium,Male
6910,Cannabis,"Difficult Experiences,Health Problems",,Not Applicable,smoked,Medium,Male
6903,Salvia divinorum,"First Times,Hangover / Days After,Entities / Beings",,Small Group (2-9),smoked,Medium,Not-Specified
6896,LSD,General,,Small Group (2-9),oral,Medium,Not-Specified
6894,Mushrooms,"General,Nature / Outdoors",,Small Group (2-9),oral,Medium,Female
14963,"Pharmaceuticals,Pharms - Flunitrazepam","First Times,Retrospective / Summary",,Alone,oral,Medium,Male
6876,Nutmeg,First Times,,Small Group (2-9),oral,Medium,Male
13001,"5-MeO-DMT,LSD,MDMA","First Times,Combinations,Retrospective / Summary,Difficult Experiences,Mystical Experiences,Second Hand Report",,Small Group (2-9),"oral,smoked",Medium,Female
11701,5-MeO-DMT,"First Times,Glowing Experiences",,Small Group (2-9),smoked,Medium,Male
10049,"Amanitas,Harmala Alkaloids,Syrian Rue","Combinations,Glowing Experiences",,Alone,oral,Medium,Male
14505,"Harmala Alkaloids,Melatonin,Syrian Rue","Combinations,Glowing Experiences,Sex Discussion,Entities / Beings",,Alone,oral,Medium,Male
14836,5-MeO-DiPT,First Times,,Small Group (2-9),oral,Medium,Male
14814,Amanitas,First Times,,Alone,oral,Medium,Male
13389,Datura,"First Times,Entities / Beings",,Alone,oral,Medium,Male
10875,Datura,"First Times,Difficult Experiences,Hangover / Days After,Entities / Beings",,Various,oral,Medium,Male
14828,"Anadenanthera spp.,Harmala Alkaloids,Syrian Rue","General,Combinations,Personal Preparation",,Alone,oral,Medium,Male
14774,5-MeO-DiPT,"General,First Times",,Small Group (2-9),oral,Medium,Male
14772,AMT,General,,Alone,"oral,smoked",Medium,Male
14792,"2C-I,LSD","First Times,Combinations",,Alone,"oral,insufflated",Medium,Male
12730,5-MeO-DMT,"Combinations,Difficult Experiences,Health Problems",,Small Group (2-9),"oral,insufflated",Medium,Not-Specified
11028,DMT,"First Times,Difficult Experiences",,Small Group (2-9),smoked,Medium,Female
12336,DMT,"General,First Times,Entities / Beings",,Small Group (2-9),smoked,Medium,Male
14787,"Alcohol,Salvia divinorum",Combinations,,Not Applicable,"oral,smoked",Medium,Not-Specified
14695,AMT,First Times,,Alone,"oral,insufflated",Medium,Male
13504,AMT,"First Times,Glowing Experiences",,Rave / Dance Event,oral,Medium,Male
12552,AMT,"General,First Times",,Small Group (2-9),"oral,smoked",Medium,Male
14659,MDMA,Combinations,,Large Group (10+),oral,Medium,Male
6879,Amphetamines,"Addiction & Habituation,Health Benefits,Families",,Various,insufflated,Medium,Female
14642,Morning Glory,"General,First Times,Glowing Experiences",,Alone,oral,Medium,Male
14634,DMT,General,,Unknown Context,smoked,Medium,Not-Specified
14587,"Banisteriopsis caapi,Harmala Alkaloids,Mimosa spp.,Psychotria viridis,Syrian Rue","General,Preparation / Recipes",,Alone,oral,Medium,Male
14563,AMT,"First Times,Health Problems,Glowing Experiences,Post Trip Problems,Hangover / Days After",,Small Group (2-9),oral,Medium,Male
14544,MDMA,"Mystical Experiences,Entities / Beings",,Alone,oral,Medium,Female
6821,"Cannabis,DXM,Pharmaceuticals,Pharms - Bupropion",Combinations,,Small Group (2-9),"oral,smoked",Medium,Male
12908,"Heroin,Methamphetamine,Opiates","Train Wrecks & Trip Disasters,Addiction & Habituation,Overdose",,Small Group (2-9),IV,Medium,Male
11657,Peyote,"General,Glowing Experiences",,Small Group (2-9),oral,Medium,Male
14386,MBDB,"General,First Times",,Small Group (2-9),oral,Medium,Male
12721,AMT,"General,Combinations,Health Problems",,Alone,"oral,smoked",Medium,Male
14352,"1,4-Butanediol","Retrospective / Summary,Health Problems,Addiction & Habituation,Post Trip Problems",,Unknown Context,oral,Medium,Male
6830,Morning Glory,"General,First Times",,Small Group (2-9),"oral,smoked",Medium,Male
6815,Salvia divinorum,General,,Small Group (2-9),smoked,Medium,Male
6799,"Amphetamines,Cannabis,Tobacco","General,Retrospective / Summary",,Various,"oral,smoked",Medium,Male
6798,Salvia divinorum,First Times,,Alone,,Medium,Male
14037,Amphetamines,"Retrospective / Summary,Difficult Experiences,Depression",,Various,oral,Medium,Male
14317,2C-T-2,"Retrospective / Summary,Glowing Experiences",,Alone,oral,Medium,Male
10537,Datura,Glowing Experiences,,Alone,smoked,Medium,Not-Specified
14265,2C-I,"General,Music Discussion",,Small Group (2-9),oral,Medium,Male
14305,Pharms - Risperidone,"General,Difficult Experiences",,Small Group (2-9),oral,Medium,Male
6816,Pharms - Zolpidem,"General,Combinations",,Alone,"oral,smoked",Medium,Male
14270,Diphenhydramine,"Difficult Experiences,Health Problems,Train Wrecks & Trip Disasters",,Small Group (2-9),oral,Medium,Female
6789,"Codeine,Opiates",Health Problems,,Alone,oral,Medium,Male
11470,"Heroin,Opiates","General,Health Problems,Hangover / Days After",,Small Group (2-9),insufflated,Medium,Male
8741,Morning Glory,"General,Retrospective / Summary,Glowing Experiences",,Various,oral,Medium,Male
8703,"Harmala Alkaloids,Syrian Rue","General,Glowing Experiences",,Alone,oral,Medium,Male
6810,Cannabis,Glowing Experiences,,Small Group (2-9),smoked,Medium,Male
14239,2C-I,"General,First Times",,Small Group (2-9),"oral,smoked",Medium,Male
14183,2C-T-7,"General,What Was in That?",,Small Group (2-9),"oral,smoked",Medium,Male
6809,DXM,"Difficult Experiences,Health Problems,Overdose",,Small Group (2-9),oral,Medium,Not-Specified
9669,5-MeO-DiPT,General,,Various,oral,Medium,Male
9663,Yohimbe,"Combinations,Retrospective / Summary,Depression",,Various,oral,Medium,Male
13917,Lotus/Lily,First Times,,Alone,smoked,Medium,Male
13960,Kava,First Times,,Small Group (2-9),oral,Medium,Female
13874,"Opiates,Poppies - Opium",Retrospective / Summary,,Alone,smoked,Medium,Male
13593,Morning Glory,General,,Alone,oral,Medium,Male
13810,Leonotis leonurus,General,,Alone,"oral,smoked",Medium,Male
12477,"Datura,LSD","Combinations,Hangover / Days After",,Small Group (2-9),,Medium,Male
6747,"1,4-Butanediol",First Times,,Small Group (2-9),oral,Medium,Male
6786,"Hydrocodone,Opioids","First Times,Glowing Experiences",,Small Group (2-9),oral,Medium,Male
8519,Lactuca spp.,"General,Preparation / Recipes",,Alone,smoked,Medium,Not-Specified
13463,2C-I,"Difficult Experiences,Overdose",,Small Group (2-9),"oral,smoked",Medium,Male
6758,H.B. Woodrose,"Mystical Experiences,Nature / Outdoors,Poetry",,Small Group (2-9),oral,Medium,Not-Specified
6662,"Dimenhydrinate,DXM","Bad Trips,Train Wrecks & Trip Disasters",,Various,oral,Medium,Male
6661,LSD,General,,Large Group (10+),oral,Medium,Female
6674,Methamphetamine,First Times,,Small Group (2-9),insufflated,Medium,Female
6639,"Cannabis,DXM,Mushrooms","Combinations,Difficult Experiences,Guides / Sitters",,Various,"oral,smoked",Medium,Male
13268,MIPT,"General,First Times",,Small Group (2-9),smoked,Medium,Male
13189,AMT,"Difficult Experiences,Health Problems,Hangover / Days After",,Small Group (2-9),oral,Medium,Male
13214,DMT,"First Times,Difficult Experiences,Entities / Beings",,Alone,smoked,Medium,Male
13187,"5-MeO-DMT,AMT",General,,Small Group (2-9),"oral,inhaled,insufflated",Medium,Male
6631,Amphetamines,General,,Unknown Context,oral,Medium,Male
6602,LSD,"First Times,Multi-Day Experience",,Various,oral,Medium,Male
13045,AMT,"First Times,Health Problems,Hangover / Days After",,Alone,oral,Medium,Male
12784,"Cannabis,Ephedrine","General,Combinations",,Various,"oral,smoked",Medium,Not-Specified
12950,Calea zacatechichi,General,,Alone,oral,Medium,Male
12954,MDMA,"Health Problems,Depression,Hangover / Days After",,Unknown Context,oral,Medium,Female
12771,Nutmeg,"General,Multi-Day Experience",,Various,oral,Medium,Not-Specified
12961,Melatonin,General,,Alone,oral,Medium,Female
12861,"Cannabis,Pharmaceuticals,Pharms - Sildenafil","Combinations,Sex Discussion",,Small Group (2-9),"oral,smoked",Medium,Male
6586,5-MeO-DiPT,General,,Alone,"smoked,sublingual",Medium,Male
6514,Amanitas,Combinations,,Small Group (2-9),"oral,smoked",Medium,Male
6497,Salvia divinorum,First Times,,Small Group (2-9),smoked,Medium,Female
6496,Kava,Glowing Experiences,,Alone,oral,Medium,Male
6493,"Herbal Ecstasy,MDMA","General,Combinations",,Rave / Dance Event,oral,Medium,Male
6488,Cocaine,Addiction & Habituation,,Not Applicable,insufflated,Medium,Male
6544,Pharms - Methylphenidate,General,,Alone,insufflated,Medium,Male
6540,Salvia divinorum,First Times,,Small Group (2-9),smoked,Medium,Male
6537,Mushrooms,"Bad Trips,Depression,Post Trip Problems",,Small Group (2-9),oral,Medium,Male
6533,Kava,"General,Preparation / Recipes",,Small Group (2-9),oral,Medium,Male
6531,Cannabis,"Retrospective / Summary,Train Wrecks & Trip Disasters",Police / Customs,Small Group (2-9),smoked,Medium,Male
6529,Salvia divinorum,"First Times,Entities / Beings",,Alone,smoked,Medium,Male
6439,Dimenhydrinate,First Times,,Alone,"oral,smoked",Medium,Male
6476,Cannabis,"Difficult Experiences,Bad Trips,Health Problems,Train Wrecks & Trip Disasters",,Various,smoked,Medium,Male
6429,Dimenhydrinate,"Health Problems,HPPD / Lasting Visuals,Post Trip Problems",,Various,,Medium,Male
6474,Dimenhydrinate,Bad Trips,,Small Group (2-9),oral,Medium,Male
6464,LSD,"Difficult Experiences,Train Wrecks & Trip Disasters",,Small Group (2-9),oral,Medium,Male
6402,Inhalants,Health Problems,,Alone,,Medium,Male
9826,"Opioids,Pharms - Oxycodone","Retrospective / Summary,Addiction & Habituation,Glowing Experiences",,Various,,Medium,Male
9810,H.B. Woodrose,Mystical Experiences,,Small Group (2-9),oral,Medium,Male
11641,AMT,"First Times,Difficult Experiences,Hangover / Days After",,Small Group (2-9),oral,Medium,Male
12139,AMT,"First Times,Difficult Experiences,Train Wrecks & Trip Disasters",,Small Group (2-9),oral,Medium,Male
12116,AMT,"General,Hangover / Days After",,Small Group (2-9),"oral,smoked",Medium,Male
12825,5-MeO-DiPT,General,,Small Group (2-9),"oral,smoked",Medium,Male
10794,Mushrooms,General,,Small Group (2-9),oral,Medium,Male
9973,AMT,General,,Small Group (2-9),oral,Medium,Male
8772,AMT,First Times,,Rave / Dance Event,"oral,smoked",Medium,Male
8907,AMT,First Times,,Small Group (2-9),"oral,smoked",Medium,Male
6729,Amanitas,Difficult Experiences,,Small Group (2-9),"oral,smoked",Medium,Male
6741,LSD,"Retrospective / Summary,Health Problems,Addiction & Habituation,Depression,Post Trip Problems",,Various,oral,Medium,Not-Specified
6387,Pseudoephedrine,General,,Alone,oral,Medium,Female
6386,DXM,"General,Health Problems",,Small Group (2-9),oral,Medium,Female
6344,Pharms - Methylphenidate,General,,Not Applicable,insufflated,Medium,Male
10757,Nutmeg,"Difficult Experiences,Health Problems,Post Trip Problems",,Small Group (2-9),oral,Medium,Male
6980,Morning Glory,First Times,,Small Group (2-9),oral,Medium,Male
6318,Mushrooms,"Difficult Experiences,Health Problems",,Small Group (2-9),oral,Medium,Male
9876,5-MeO-DMT,Retrospective / Summary,,Alone,,Medium,Male
6312,Ketamine,"Retrospective / Summary,Addiction & Habituation",,Various,,Medium,Male
12691,2C-I,"First Times,Glowing Experiences",,Small Group (2-9),oral,Medium,Male
6278,Salvia divinorum,"General,Entities / Beings",,Unknown Context,smoked,Medium,Male
6329,LSD,Retrospective / Summary,,Not Applicable,oral,Medium,Male
6321,"Opiates,Opium,Poppies - Opium","Preparation / Recipes,Health Benefits",,Alone,oral,Medium,Male
6250,LSD,Glowing Experiences,,Alone,oral,Medium,Female
6249,Methamphetamine,General,,Small Group (2-9),insufflated,Medium,Male
6228,DXM,"Retrospective / Summary,Health Problems",,Not Applicable,oral,Medium,Male
6287,"Harmala Alkaloids,Mushrooms,Passion Flower","Combinations,Preparation / Recipes",,Small Group (2-9),oral,Medium,Male
6245,Nutmeg,"General,Preparation / Recipes",,Alone,oral,Medium,Female
6218,Amphetamines,"General,Addiction & Habituation,Depression",,Small Group (2-9),oral,Medium,Female
6264,MDA,"General,What Was in That?",,Various,oral,Medium,Male
12684,4-Methylaminorex,"General,First Times",,Small Group (2-9),oral,Medium,Female
12480,Mushrooms,"General,Poetry",,Unknown Context,oral,Medium,Male
12524,Leonotis leonurus,General,,Unknown Context,smoked,Medium,Not-Specified
6233,LSD,First Times,,Small Group (2-9),oral,Medium,Female
7965,Morning Glory,"Preparation / Recipes,Glowing Experiences",,Festival / Lg. Crowd,oral,Medium,Male
7354,Morning Glory,Retrospective / Summary,,Various,,Medium,Male
12521,"Cannabis,Melatonin","Combinations,Addiction & Habituation,Health Benefits",,Alone,"oral,smoked",Medium,Male
12648,"5-MeO-DiPT,DXM",Combinations,,Rave / Dance Event,oral,Medium,Male
8361,MDA,Glowing Experiences,,Alone,oral,Medium,Male
7493,H.B. Woodrose,First Times,,Small Group (2-9),oral,Medium,Female
10965,AMT,"Glowing Experiences,Music Discussion",,Small Group (2-9),oral,Medium,Male
