,,,,
,,,,
,Caffeine Psychedelic?,Jsorex,Coffee,Oct 16 2000
,G at the Club,Hank M.,GHB,Oct 16 2000
,GHB and Long-term Use,Wannaquit,GHB,Oct 16 2000
,Well Worth It,Sir Tripalot,Nutmeg,Oct 16 2000
,Fasten Your Seatbelts,Camille,LSD,Oct 16 2000
,Ecstasy at the Beach,Aurelius71,Ecstasy,Oct 15 2000
,Trippin' on Alcohol,P-Nut,Alcohol (Rum),Oct 15 2000
,Absinthe in Prague and Back Home,Sarahwelt,Absinthe,Oct 15 2000
,Pure Insanity,Duck,Datura,Oct 15 2000
,Magically Delicious,Nemo,Ecstasy,Oct 14 2000
,Crash Experience,SeptoR,Ecstasy,Oct 14 2000
,Nuttin Special,Sumdumguy,Nutmeg (smoked),Oct 14 2000
,My First and Best Experience,Annonymous,Ecstasy,Oct 14 2000
,Made Me Feel Like Shit,Sick Fucq,Morning Glory Seeds,Oct 14 2000
,Ginseng Cigarettes,GWBasic,Ginseng,Oct 14 2000
,The Down Side,JP,Ecstasy,Oct 14 2000
,Dazed and Confused,Raven Ivory,Nutmeg,Oct 14 2000
,The Glory of Morning Glory,Illusion,Morning Glory Seeds,Oct 14 2000
,Dicked by DXM,AigueS-MorteS,DXM,Oct 14 2000
,Coke is a Liar and a Cheat,Chelsea,Cocaine,Oct 14 2000
,Eased My Withdrawals,Lynx1313rmp,Valerian,Oct 14 2000
,Ambien-Consciousness,Mystery Tramp,Zolpidem (Ambien),Oct 14 2000
,Walking with Nutmeg,Fiveflower,Nutmeg,Oct 13 2000
,Little Effects,NeonSoul,2C-T-7,Oct 13 2000
,Loss of MDMA Magic?,Csumaylo,MDMA,Oct 13 2000
,Not Quite Enough,Echele,Codeine,Oct 13 2000
,She Can Consume You,Niko,Cocaine,Oct 13 2000
,Quiet Conversations,Raventhorne,Wormwood,Oct 13 2000
,Vine of the Soul - less,Jaybirdo,Ayahuasca,Oct 13 2000
,The Hillbilly Brother of LSD,EuFiHel,5-MeO-DiPT,Oct 13 2000
,Freebase Experiments,Murple,5-MeO-DiPT,Oct 13 2000
,3 Days of Night,Mada,Sertraline (Zoloft),Oct 12 2000
,Living in Ecstasy,Pookyhead,Ecstasy,Oct 12 2000
,Everything to Expect From X,eXcellent23,Ecstasy,Oct 11 2000
,We Call It Therap-E,LuNa,Ecstasy,Oct 11 2000
,My Encounter with Calvin Klein,Suzy,Ecstasy,Oct 10 2000
,Wolves Like to Snuggle!,Theurgos,Ecstasy,Oct 10 2000
,Only the Strong,B-Sak,Inhalants: Duster,Oct 10 2000
,Am I Hearing Things?,Cyril,DiPT,Oct 10 2000
,Homegrown,K.T.,Brugmansia/Datura,Oct 10 2000
,Psychedelic Enlightenment Or Chemical Buzz?,Holmes,Ecstasy & LSD,Oct 10 2000
,Near Death Experience on Pot,Jamie,Cannabis,Oct 10 2000
,Dosage Care,Been,2C-T-7,Oct 10 2000
,Noticeable Shift at 4mg,Oldtimer,2C-T-7,Oct 10 2000
,Datura,From the Front Yard,Datura,Oct 10 2000
,Like a New Born Baby....,RebornOnARoll,Ecstasy,Oct 10 2000
,2 Tee Hee,Prana,2C-T-7,Oct 10 2000
,I Think I Was Half Dead,Viola,Ecstasy,Oct 10 2000
,Rainbows,Rad,2C-T-7,Oct 10 2000
,Should Have Listened...Didn't,Ophelia,GHB & Alcohol,Oct 10 2000
,Get Lost,Sam & Pink,Datura,Oct 10 2000
,Trigger Of Sleep,Son of Roger,Sleep Deprivation & Caffeine,Oct 10 2000
,Another World in Eugene,Animal,Datura,Oct 10 2000
,Loss of Coordination Entirely,Lorax,Datura,Oct 10 2000
,Valerian for Xanax Withdrawal,Anonymous,Alprazolam (Xanax) & Valerian,Oct 10 2000
,A Few Impressions of Salvia Experiences,Jaytee,Salvia divinorum,Oct 10 2000
,Swimming with Foxy,Ats,5-MeO-DiPT,Oct 10 2000
,"By Jove, We've Found the Perma Nitrous!",Green Giant,5-MeO-DiPT,Oct 10 2000
,Carnival!,Flotsam,DOET,Oct 9 2000
,I'd Do It Again,Spanky,Nutmeg,Oct 9 2000
,The Eye of the Nutmeg,Anonymous,Nutmeg,Oct 9 2000
,Surprise,Chicken,Nutmeg,Oct 9 2000
,On Random and Chaotic Drug Use,Q.Public,Various,Oct 9 2000
,Course Change,Sheikh Spear,Ecstasy & 2C-B,Oct 9 2000
,The Bigger Picture Leading to Infinity,Nathan Long Hair,Nitrous Oxide,Oct 9 2000
,An Unstable Mind,XSL,LSD,Oct 9 2000
,The Eternal Birth/Death of the Ego,Soul,LSD,Oct 9 2000
,Mind Game,Brian,LSD,Oct 9 2000
,A Little Happiness Stayed With Me,Anonymous,Ecstasy,Oct 9 2000
,5-HTP can ruin Ecstasy,Anonymous,Ecstasy & 5-HTP,Oct 8 2000
,Scop eye,Prolixity,Scopolamine,Oct 8 2000
,Big Guns,Murple,Ayahuasca & Salvia divinorum,Oct 8 2000
,Mind Painting,Murple,"LSD, MDMA & Ayahuasca",Oct 8 2000
,First San Pedro Encounter,Murple,San Pedro,Oct 8 2000
,For the Ill-informed Only,John H.,Datura,Oct 8 2000
,Psychedelic Sneak Attack,Catfish Rivers,"2C-T-7 & 1,4-Butanediol",Oct 8 2000
,"2C-T-7, Two Guys, Serzone & Earthquakes",jeffguy,2C-T-7 & Nefazodone,Oct 8 2000
,What Space Aliens Toke,Catfish Rivers,Leonotis leonurus,Oct 8 2000
,5-MeO-DiPT Dee Doodah!,Catfish Rivers,5-MeO-DiPT,Oct 8 2000
,A Great Adventure!,Catfish Rivers,2C-T-7,Oct 8 2000
,Who Wants to be Awake All Night?,Squid,Methamphetamine,Oct 7 2000
,Ether Binge,Matt,Ethyl Ether,Oct 7 2000
,Never with Strangers,Lauren K.,Ecstasy & Alcohol,Oct 7 2000
,Feel This ...,The Wild Grape,Ecstasy,Oct 7 2000
,First Time Smile,hyPeR_DeRMiC,5-MeO-DMT,Oct 7 2000
,What an Experience,Lorenzo,2C-T-7,Oct 6 2000
,Empty Stomach a Must,Gumby,2C-T-7,Oct 6 2000
,Erection Stimulant,S Sorlien,Yohimbe,Oct 6 2000
,Tree Datura Smoke,Just Some Dude,Brugmansia,Oct 6 2000
,E 'Flashback' when Yawning,Kaia,Ecstasy,Oct 5 2000
,Long... Long... HELL,Cold,Brugmansia,Oct 5 2000
,"Love,Love,Love!",Mriko,Mushrooms & P. harmala (Syrian Rue),Oct 5 2000
,The Truth of My Reality,Wyldling,LSD,Oct 5 2000
,Total Out Of Body Experience,Tloke,Atropa belladonna,Oct 5 2000
,First Time on HBWR Seeds,Marklar,H.B. Woodrose Seeds,Oct 5 2000
,An X Panic From Hell,Aiwa,Ecstasy,Oct 5 2000
,Turn For The Worst,Zombie2k,Inhalants: Freon,Oct 5 2000
,Worst Drip Ever,Shwaah,2C-T-7,Oct 5 2000
,Sound Became Form and Light Became Life,DJ SmokeScreen,"MDMA, 2C-T-7 & Ketamine",Oct 4 2000
,Down on the X,Revo,Ecstasy,Oct 4 2000
,Peace and Release,Johnny,Ecstasy,Oct 4 2000
,The Best Thing EVER,Kurt,2C-T-7,Oct 4 2000
,Everything's Fucked!,Methoxy,2C-T-7,Oct 4 2000
,I Took 30 Seeds and Nothing Happened!,The Ladies Man,H.B. Woodrose Seeds,Oct 4 2000
,How to Make Trumpet Tea Right,BA$E,Brugmansia,Oct 4 2000
,The Real Reason It's Illegal,Bear,Absinthe,Oct 3 2000
,Acid Depression,~k~,LSD,Oct 3 2000
,Rainbow Joy,Jungleboogie,2C-T-7,Oct 3 2000
,Getting Lucky...,Cobweb,2C-T-7,Oct 3 2000
,I Almost Died,The Trooper,2C-T-7,Oct 3 2000
,"first hell, then heaven",Kjuang,2C-T-7,Oct 3 2000
,First Time For Everything,S.O.,Ecstasy,Oct 2 2000
,"But, It Doesn't Hurt",Normal Joe Bloggs,Cocaine,Sep 25 2000
,Second Heavenly Blue Experience,Notorious Coward,Morning Glory Seeds,Sep 25 2000
,Where Did I Go and How Did I Get There?,M. Nemovanta,Mushrooms,Sep 25 2000
,Nothing Compares to the First E,Anonymous,Ecstasy,Sep 25 2000
,Just To Clear Things Up Here . . .,Lis,Ecstasy,Sep 20 2000
,This Can`t Be Real?!?!  My Only Thought,Omega,LSD,Sep 20 2000
,Homemade Absinthe,RYnaciuos,Wormwood & Pernod,Sep 20 2000
,Through the Quantum Barrier,Daoistraver,Ketamine,Sep 19 2000
,Norwegian Teenager Dies After Taking Ecstasy,Filijokus,PMA (Sold as Ecstasy),Sep 19 2000
,First Trip With Uncle,George B.,LSD,Sep 18 2000
,Not a Good Combination!,NiNe,"Nitrous Oxide, Cannabis & Alcohol",Sep 18 2000
,A Pleasant Stimulant,Keeper,BZP,Sep 16 2000
,Liquid Visuals,Avery-nub,2C-B,Sep 16 2000
,Massive Unexpected Visuals,Gravol,5-MeO-DiPT,Sep 16 2000
,Could Be Too Much For A Rave,Neural Shock,MDMA & 2C-T-7,Sep 16 2000
,A Wild Dance with Foxy,White Rabbit,5-MeO-DiPT & MDMA,Sep 16 2000
,For Science,Catfish Rivers,"5-MeO-DiPT, Blue Lotus, & Desmanthus illinoensis",Sep 16 2000
,Soul-less and Sliding in New Space Dimensions,Infamous Mr D,"5-Meo-DiPT, N20, & Cannabis",Sep 16 2000
,Here and Now,Fbetsy,5-MeO-AMT,Sep 16 2000
,Sharp Bender,fr33,AMT & MDMA,Sep 16 2000
,The Psychedelic of Choice,Da Reaper,2C-T-7 & Cannabis,Sep 16 2000
,"Humorous, Friendly & Visual",Barium,2C-T-7,Sep 16 2000
,Yohimbenized,Try anything once,Yohimbe,Sep 16 2000
,Tripping All the Way to the ER,Ford Prefect,Dimenhydrinate (Dramamine),Sep 15 2000
,Another Way NOT to Extract Nutmeg,Psyonic-One,Nutmeg (extract),Sep 15 2000
,"A Not So Pleasant Night, Not That I Noticed!",d0g_p00p,Datura (flowers),Sep 15 2000
,Becoming a Wall,Andy L.,Salvia divinorum,Sep 15 2000
,The Most Fucked Up I've Ever Been,Deanna,Datura Root,Sep 15 2000
,Amazed that My Mind Made it Back,Abyssal - H.O.D.,MDMA & Ketamine,Sep 15 2000
,Dancing Made Things Flow,Abyssal - H.O.D.,MDMA & Ketamine,Sep 15 2000
,Exceeding the recommended dosage,Sudaj,Tobacco Snuff,Sep 15 2000
,Speed Ingestion,LuLu,Amphetamine,Sep 14 2000
,Long Time Coming,Anonymous,2C-T-7,Sep 14 2000
,3 DMT Events,Anonymous,DMT,Sep 14 2000
,Make it Stop,Anonymous,2C-T-7 & MDMA,Sep 14 2000
,Aftermath of a Disaster,Juxlus,AMT & 2C-T-7,Sep 14 2000
,Tearing Assunder the Veil Of Reality,Bryan Christian,Cannabis,Sep 14 2000
,In Addition,Zonker,Nutmeg,Sep 14 2000
,Rocket Fuel For the IQ,DMM,Nutmeg,Sep 14 2000
,The Night,Cmc007,LSD,Sep 14 2000
,Insight Into the Edge of the Mind's Eye,Zentzusu,"P. harmala (Syrian Rue), Mushrooms & Betel Nut",Sep 14 2000
,An Unexpected Journey,Amy,H.B. Woodrose Seeds,Sep 14 2000
,Hell of a Night,Jello,2C-T-7,Sep 13 2000
,Mild Experience,Koopa,2C-T-7,Sep 13 2000
,Wonderful 2C-T-7,MGSeeds,2C-T-7,Sep 13 2000
,Mental Drain,5.14cx,2C-T-7,Sep 13 2000
,Fond Memories,Empster,Inhalants: Duster,Sep 13 2000
,Advice for Rolling,Wise One,Ecstasy,Sep 13 2000
,Losing My Psychedelic Virginity,Flotsam,2C-T-7,Sep 13 2000
,Sweating and Vomiting,Flotsam,LSD & DXM (Sold as Ecstasy),Sep 13 2000
,Open and Candid,Flotsam,4-Acetoxy-DiPT & LSD,Sep 13 2000
,Shroomed Religion on a Saturday Night,Phritz,Mushrooms (P. subaeruginosa),Sep 13 2000
,Entering the Other Side,Kimberly,DMT,Sep 13 2000
,Intro to Raves,Bugs,Ecstasy,Sep 13 2000
,New Years 2000 Candyflip,XtEaJx,LSD & Ecstasy,Sep 13 2000
,Crashing Badly,E=(XT)c,Ecstasy,Sep 13 2000
,Space Traveler....,Sau Vong,Unknown (sold as Ecstasy),Sep 12 2000
,Don't,Lord Rex,PCP,Sep 12 2000
,My Ride on White Train,Toasty,PCP,Sep 12 2000
,Passionless Flower,Boy George,Passion Flower,Sep 12 2000
,Crazy PCP trip,Jayson Eldridge,PCP,Sep 12 2000
,A Bad Robo Experience,LP,DXM,Sep 12 2000
,Passion Flower,Scarab,Passion Flower,Sep 11 2000
,The Best High I've Ever Had,Duster Face,Opium & Cannabis,Sep 11 2000
,Subsonic Information,Lena,Opium,Sep 11 2000
,Opium - Op'ed Up,Packetized,Opium,Sep 11 2000
,"A Chill, Exotic High",Acid Queen,Opium,Sep 11 2000
,House of People,RITjoker,Salvia divinorum,Sep 11 2000
,Ayahusca Entities,Neuron,Mimosa hostilis & Peganum harmala,Sep 11 2000
,No Nausea Total Trip,White Rabbit,Mimosa hostilis,Sep 11 2000
,Cat Ain't That Bad,Railed,Methcathinone,Sep 11 2000
,A Perfect Diet Drug,Kitten,Methamphetamine,Sep 11 2000
,Crystal Death,JEC,Methamphetamine,Sep 11 2000
,Connected To Everything,R.,MDA & Cannabis,Sep 11 2000
,A Pleasingly Different Trip,Doctor Strange,MDA,Sep 11 2000
,Crazy Visuals,FlowGnome,MDA (Sold as Ecstasy),Sep 11 2000
,Voluntary MDA experience,Seto,MDA,Sep 11 2000
,Snowballs,Dr Dempsey,MDA,Sep 11 2000
,"To Dance, Sit, or Blackout",Magic XTC,MDA (Sold as Ecstasy),Sep 11 2000
,Strong Relaxant,jsorex,Leonotis leonurus,Sep 11 2000
,Not the Tastiest of Placebos,eG,Leonotis leonurus,Sep 11 2000
,Awesome First Time Experience,Ether,Kava Kava,Sep 11 2000
,Kava Experiments,Zirdo,Kava Kava,Sep 11 2000
,The Nail Diaries,Mrs. Sifter,Inhalants: Acetone,Sep 11 2000
,A Lingering Taste,Elenor,Inhalants: Gasoline,Sep 11 2000
,Getting off on Computer Duster,Dizzy,Inhalants: Duster,Sep 11 2000
,I Love Opiates!,I.B. Surprised,Hydrocodone,Sep 11 2000
,Relaxation and Great Conversation,Vicodin Viking,Hydrocodone,Sep 11 2000
,Not the Shit,Blaze,Heroin,Sep 11 2000
,Not Quite Certain Death,Irene,Heroin,Sep 11 2000
,The Nature of Syrian Rue Seeds,Orwell Huxley,P. harmala (Syrian Rue),Sep 11 2000
,A First With the Mind Candy,Barney,H.B. Woodrose Seeds,Sep 11 2000
,A First Approach with Not So Good Timing,Opul,H.B. Woodrose Seeds,Sep 10 2000
,Cold Water Extraction vs Chewing Seeds,Nekom,H.B. Woodrose Seeds,Sep 10 2000
,"First Trip, Mixed Reaction",wisteria,LSD,Sep 10 2000
,The Spiral that Contains the Universe,The Other Side,Gymnopilus spectabilis & Peganum harmala,Sep 10 2000
,Guarana Use as Stimulant,Marcelo,Guarana,Sep 10 2000
,Who Knew?,Mog (Toke),Cannabis,Sep 10 2000
,Playing the Game of Life,Jack Harris,H.B. Woodrose Seeds,Sep 10 2000
,Nutmeg: One Time is Enough,Skater,Nutmeg,Sep 10 2000
,Gentle Yet VERY Visual,The Grifter,5-MeO-DiPT,Sep 10 2000
,"No More Vivarin, Please!",Zonker,Caffeine,Sep 10 2000
,GHB Withdrawl and the Dopamine Rebound,MMB1,"GHB, GBL & 1,4-Butanediol",Sep 10 2000
,Not Again,Bonatlanta,GBL (Renewtrient),Sep 10 2000
,Not Psychedelia,Dragonfli,Inhalants: Gasoline,Sep 10 2000
,Experiences with Gasoline,BenTheWorm,Inhalants: Gasoline,Sep 10 2000
,I'd Rather Be Gas Huffing,Special Mike,Inhalants: Gasoline,Sep 10 2000
,"Accessible, Addicting, but Fun",Clampet,Inhalants: Freon,Sep 10 2000
,I'm a Plane,General Mitchell,Inhalants: Freon,Sep 10 2000
,Sacred Soma,Baba Sass,Amanita muscaria,Sep 10 2000
,Super and Soothing,Gigi and Alabama,Codeine (Codoliprane),Sep 10 2000
,Chest Pains; Don't Take Five,John,Unknown (sold as Ecstasy),Sep 10 2000
,A Weekend on Ephedrine,Clay,Ephedrine,Sep 10 2000
,"Really Interesting, If You Can Stay Awake",Mad Hatter,Dimenhydrinate (Dramamine),Sep 10 2000
,Lost Within,Zonker,Dimenhydrinate (Dramamine),Sep 10 2000
,One Fucked Up Night,This Guy,Dimenhydrinate (Dramamine),Sep 10 2000
,Will It Not End?,Bob Dole,DXM,Sep 10 2000
,Finding God in a K-hole,Stradlemonkey,Ketamine & Cannabis,Sep 10 2000
,Shake and Twitch,Dave,Caffeine,Sep 10 2000
,A Case of Utter Excess,Dj Shugar,GHB & Cannabis,Sep 10 2000
,"Number nine, Number nine, Number nine...",Murple,DPT & MDMA,Sep 10 2000
,Strange Reaction,Noah,DPT,Sep 10 2000
,Centuries Younger,Murple,DPT,Sep 10 2000
,Second Try Smoking the HCl,Murple,DPT,Sep 10 2000
,Smoking DPT HCl,Murple,DPT,Sep 10 2000
,Passing Into the Matrix,Cyber,DPT,Sep 10 2000
,The Fantastic World of DOM,Se–or Coconut,"DOM, MDA, & GHB",Sep 10 2000
,Unprepared for E,Johnny Raver,Ecstasy,Sep 10 2000
,Surprise!,Murple,DOM or DOB (sold as Ecstasy),Sep 10 2000
,Paradox,Mofo,DMT,Sep 10 2000
,Chopping Up Earth,Shaman,DMT,Sep 10 2000
,Diphenhydramine v. DXM,Hack Man,Diphenhydramine,Sep 9 2000
,Absolutely NOTHING!,zariic,Dimenhydrinate,Sep 9 2000
,Never Doing That Again,SpaceOddity,Dimenhydrinate (Dramamine),Sep 9 2000
,Time Warp,Void Shroomer,Dimenhydrinate (Dramamine),Sep 9 2000
,Experimenting with Gravol,Catt,Dimenhydrinate,Sep 9 2000
,Not For the Weak,LoKi007,Dimenhydrinate,Sep 9 2000
,"Hell, Heaven and a Bunch of Other Places",Direct86,Datura,Sep 9 2000
,Absurdly Violent,Mad Cyantist,Brugmansia,Sep 9 2000
,The Very Angry Lady,This Is Not Me,"Methamphetamine, Mushrooms, Ecstasy & Nitrous Oxide",Sep 9 2000
,Why Not,JustMe,Methamphetamine,Sep 9 2000
,Full Speed Ahead,P--J,Methamphetamine,Sep 9 2000
,First Time Rage,Ganjaman,Methamphetamine,Sep 9 2000
,ROCKED! All Week Long,Half Dead,Methamphetamine,Sep 9 2000
,Cranky,Crystal,Methamphetamine,Sep 9 2000
,Bad Trip,Nikole M.B.,DXM (with CPM),Sep 9 2000
,Relaxed Euphoria,Biscotti,Codeine (Tylenol 3),Sep 9 2000
,Codeine Green,Zonker,Codeine,Sep 9 2000
,The Most Intense Pain Reliever I Ever Took,Eric B.,Codeine & Hydromorphone,Sep 9 2000
,Countering Adverse Effect of Codeine,Batman,Codeine Phosphate,Sep 8 2000
,More Codeine 'Fun',Pookyhead,Codeine & Alcohol,Sep 8 2000
,Codeine is F.I.N.E. fine!!,Grass,Codeine,Sep 8 2000
,"Shakes, Sweat, Cold, and Anxiety",KC,Caffeine,Sep 8 2000
,Going Up Not Down on Caffeine,Euphoric Chic,Caffeine & DXM,Sep 8 2000
,Hella Ya (Almost),Danny Prime,Caffeine,Sep 8 2000
,I have shit for brains,Goddess,Caffeine,Sep 8 2000
,Danger Zone,yari,Inhalants: Butane,Sep 8 2000
,Lotus and Salvia Unlock Reality,Ray Aten,"Blue Lotus (extract), Salvia divinorum & Cannabis",Sep 8 2000
,Most Drunk I`ve Ever Been,James,Alcohol (Vodka),Sep 8 2000
,First Time's at Drunkard High,You Know Who,Alcohol (Malt Liquor),Sep 8 2000
,Finding Purpose,Murple,5-MeO-DMT,Sep 8 2000
,Becoming Aligned,Popgirl23,5-MeO-DMT,Sep 8 2000
,An Orgasm with God,White Rabbit,5-MeO-DMT (Snorted),Sep 8 2000
,That's Another Story,Skully,5-MeO-DMT,Sep 8 2000
,5-MeO Inside/Outside,Rainbow,5-MeO-DMT,Sep 8 2000
,My 'G' Experience,Ben B,GBL,Sep 8 2000
,Love Everybody,Kaos,Ecstasy,Sep 8 2000
,Local Teen Claims to be God,Anonymous,LSD,Sep 8 2000
,Dream Tripping,Anonymous,Calea zacatechichi & Cannabis,Sep 8 2000
,It Really Works!,Anonymous,Calea zacatechichi,Sep 8 2000
,Fizzing Popping Sound,Drizzle,AMT,Sep 8 2000
,False Positive with DXM for PCP,Rob L.,DXM,Sep 8 2000
,A General State of Happiness,Gulliver,AMT,Sep 8 2000
,Food Grade Nitrous Oxide?,Pastry Chef,Nitrous Oxide,Sep 8 2000
,3 Months of Calea zacatechichi use,CMH,Calea zacatechichi,Sep 8 2000
,Entering the Spiritual Realm,Shaman Swa,"Amanitas, Mushrooms (P. cubensis) & P. harmala (Syrian Rue)",Sep 8 2000
,Purple Haze,Gypsy Boy,Amanita muscaria var. formosa,Sep 8 2000
,Amanita Madness,Blue,Amanita muscaria var. muscaria,Sep 8 2000
,Smokin' shrooms,Catfish Rivers,Amanita muscaria (smoked),Sep 8 2000
,Mellow and Tranquil,Murple,Amanita muscaria (smoked),Sep 8 2000
,Amphetamine Addiction,Bishop Knight,"Amphetamine (Adderall), Dexamphetamine (Dexedrine), Methylphenidate (Ritalin) & Cocaine",Sep 8 2000
,Add It Up,S.W. Bloch,Amphetamine (Adderall),Sep 7 2000
,"Peaceful and Calm, but Seeing Shit",Unicron,Amphetamine (Adderall),Sep 7 2000
,38 hours,Elliot,Amphetamine (Adderall),Sep 7 2000
,A Brief Clarification on Absinthe,T.A.B.,Absinthe,Sep 7 2000
,An Interesting Amanita Encounter,The Explorer,Amanita muscaria,Sep 7 2000
,Just Exploring,Bob Dole Sex Machine,5-MeO-AMT,Sep 7 2000
,PCP back in the day,legofeel,PCP / Formaldehyde?,Aug 9 2000
,Fragmented Consciousness: In & Out of Time,Factor 6,MDMA & Ketamine,Aug 7 2000
,Tingly Multicoloured Rabbit Realities,Bobby/Gwynne,Salvia divinorum (5x extract),Aug 7 2000
,First time skepticism quelled,Gumby,Salvia divinorum (5x extract) & Nitrous Oxide,Aug 7 2000
,'It CAN happen to you',Skunk,Mushrooms,Aug 7 2000
,Ketamine and B12. Wow.,Dirk,Ketamine (with Vitamin B12),Aug 5 2000
,My Clothes Felt Good,Smokey Duroass,Ecstasy,Aug 5 2000
,Horny as Hell,Moongoose,5-MeO-DiPT,Aug 5 2000
,Foxy Over a Candyflip,Nathan Messer,"5-MeO-DiPT, LSD & MDMA",Aug 4 2000
,100 Orgasms at Once,Cain D.,2C-B & Salvia divinorum,Aug 4 2000
,A Primitive Point of View,Circle Hat,2C-T-7,Aug 4 2000
,Close to Heart Attack,Gramma,Cannabis,Aug 4 2000
,Frequent Flyer,ELM,GHB,Aug 4 2000
,The Good and the Bad,Texas Trippers,Morning Glory Seeds,Aug 4 2000
,Oblivion in the Worst Possible Sense,PluPlu,Datura,Aug 4 2000
,Changed Forever,Dave,LSD,Aug 4 2000
,Good in Moderate Doses,Chris,Codeine (tylenol 3),Aug 4 2000
,Damage by Disociatives,Moonfaerie3,DXM & Ketamine,Aug 4 2000
,Why I'm Staying Away From Prescription Drugs,Psychedelic-cid,Hydrocodone (with Acetaminophen),Aug 4 2000
,Don't Waste Your Time With This,Sick Guy,Morning Glory Seeds,Aug 4 2000
,Still Craving,Tabitha,Methamphetamine,Aug 4 2000
,Raver's Delight,Jessyca S.,Ecstasy,Aug 4 2000
,Codeine is Chill,Pookyhead,Codeine,Aug 4 2000
,Nitrous On the Mind,Johnny Bud,Nitrous Oxide,Aug 4 2000
,"Used to be Fun, Now I'm a Paranoid Freak",K,Cocaine,Aug 4 2000
,Amazingly Happy in Seconds,Erika,Inhalants: Freon,Aug 4 2000
,"Unique, but Maybe Not Again",Erika,Dimenhydrinate (Dramamine),Aug 3 2000
,The Nightmare of Coricidin,Anonymous,DXM (with CPM),Aug 3 2000
,The Depths of Delerium Sucked,Franklin,Datura,Aug 2 2000
,Going on a Fox Trot,GoddessXTC,5-MeO-DiPT,Aug 2 2000
,Salvia Admixture Smoke,No One Here,Salvia divinorum & Other Herbs,Aug 1 2000
,How Good Could A 'Legal' Drug Be?,Koz,Salvia divinorum,Aug 1 2000
,Morning Glories Look Great When They Flower,Seedless,Morning Glory Seeds,Aug 1 2000
,"Too Much, But Thankfully Not TOO Too Much",Davon,"GHB, Ecstasy, GBL & Cannabis",Aug 1 2000
,Use Care Smoking Fungus,Jim,Mushrooms (smoked),Aug 1 2000
,A Glimps Of Paradise,Eli F.,Cannabis,Aug 1 2000
,Bad Trip?,Divinorum,Morning Glory Seeds,Aug 1 2000
,My Mental Battle,Rave Mage,2C-T-7,Jul 31 2000
,A Multifaceted Substance,Dazs,"1,4-Butanediol",Jul 31 2000
,"Also Addicted to 1,4-B",Sackville-Baggins,"1,4-Butanediol",Jul 31 2000
,Similar to DXM,The Baron,Dimenhydrinate (Dramamine),Jul 31 2000
,The stuff that isn't,Boogarhead,Salvia divinorum,Jul 31 2000
,Is Anything Real?,MindScan,Dimenhydrinate,Jul 31 2000
,Yabba - Dabba - Do,Trev,Methamphetamine (Yabba),Jul 31 2000
,Uneasy First Time,O,Cannabis,Jul 31 2000
,The Ideal Self-Esteem Producer,Moe,Cocaine,Jul 31 2000
,LSD Less Effective For Me,Sktbx,LSD,Jul 31 2000
,Home Depot to the Rescue,Xtasee,Morning Glory Seeds,Jul 31 2000
,Beware of Capsuled Ecstasy,Danger of bad E,DXM? (Sold as Ecstasy),Jul 30 2000
,Time Travelers on this Earth?,Mr. Me,Ecstasy,Jul 30 2000
,Insert Witty Title Here,BILL,"LSD, Ecstasy (MDMA) & Cannabis",Jul 30 2000
,It's All About (inter-dimensionary) Love,Jack,Salvia divinorum,Jul 30 2000
,Surprisingly Intense,Theseus,Diphenhydramine,Jul 20 2000
,Motion Sickness Delusions,Chemlab,Dimenhydrinate,Jul 20 2000
,How Not to Get Blown Off the Earth,Sr. Meep,Dimenhydrinate,Jul 20 2000
,My Language,Vera Lynne,LSD,Jul 20 2000
,Timed Stopped,Chris,Nitrous Oxide & Cannabis,Jul 20 2000
,Too Much of a Good Thing,GoneBoy,GBL,Jul 18 2000
,Weed of Visons,S. Johnson,Cannabis,Jul 18 2000
,Weed from Holland,Jon,Cannabis,Jul 18 2000
,GHB overdose?,tM,GBL,Jul 18 2000
,My Big Scare,Chris,Dimenhydrinate (Dramamine),Jul 18 2000
,DiPT in Cuba,Jimmy,DiPT,Jul 18 2000
,Imaginary People,Crazy Steve,Dimenhydrinate (Dramamine),Jul 18 2000
,"Spiders and Moths and Flies, Oh My",Jeff,Dimenhydrinate & Alcohol,Jul 18 2000
,Walking Coma,Sinnlos,Diphenhydramine,Jul 18 2000
,Using Speed/Crank the Smart Way,RaginAsian,Methamphetamine,Jul 18 2000
,Experience with 2C-T-7,Shiva,2C-T-7,Jul 17 2000
,A Peaceful Float to the End of the Earth,Voodoo,Damiana,Jul 16 2000
,Smoking Bundleflower Root Bark,Freyje,Desmanthus illinoensis & Cannabis,Jul 16 2000
,This Damned Blue Collar Tweeker,Alien,Methamphetamine,Jul 16 2000
,Watch Your Ticker!,Shaft,Methamphetamine,Jul 16 2000
,Codeine Trip,Anonymous,Codeine (Tylenol 3),Jul 16 2000
,No Big Deal,Tree,Codeine,Jul 16 2000
,Codeine Blues,Stuart W.,Codeine,Jul 16 2000
,Speeding Through Life,Princess SCSS,Cocaine & Methamphetamine,Jul 16 2000
,Not Worth It,Fumis,Catnip,Jul 16 2000
,Panic Attack and Palpitating Heart,Stars,Caffeine,Jul 16 2000
,Never Again,ECGirlie,Caffeine,Jul 16 2000
,"Caffeine, stange noises, and sleep paralysis",DoppelgŠnger,Caffeine,Jul 16 2000
,Love/Hate Relationship,Anonymous,Caffeine,Jul 16 2000
